,region,length_days,time_begin,day_begin,time_end,day_end,block_intensity,longitude_onset,latitude_onset,block_size,season,month,blocking_year
692,2,5.0,1,18,1,23,2.74,-90.0,45.0,4044.4,4,6,1994
693,0,7.0,0,22,0,29,3.24,-10.0,50.0,2043.5,4,6,1994
696,0,6.0,0,28,0,3,2.5,10.0,57.5,2053.9,1,7,1995
697,0,6.0,0,5,0,11,2.2,-40.0,55.0,2817.2,1,8,1995
698,0,6.5,0,16,1,22,2.7,0.0,55.0,3983.4,1,8,1995
700,0,6.5,0,11,1,17,2.4,-10.0,67.5,2209.8,1,9,1995
702,0,29.0,0,29,0,28,3.8,-20.0,60.0,2479.3,2,12,1995
704,1,6.0,0,20,0,26,3.8,-110.0,55.0,2330.2,2,12,1995
705,1,9.5,1,4,0,14,3.5,-165.0,55.0,2002.4,3,1,1995
706,0,27.0,1,5,1,1,3.9,20.0,57.5,2273.6,3,1,1995
707,0,6.0,0,15,0,21,5.3,-30.0,45.0,3398.2,3,2,1995
709,1,7.5,0,28,1,6,6.4,-140.0,55.0,1453.1,3,3,1995
710,0,21.0,1,28,1,20,5.4,-20.0,50.0,2617.1,3,3,1995
711,0,10.0,1,22,1,1,2.7,30.0,57.5,2522.9,3,3,1995
712,0,7.5,0,25,1,1,3.5,-20.0,57.5,2672.2,3,3,1995
713,1,9.5,0,26,1,4,4.2,-150.0,55.0,1953.8,3,3,1995
714,0,5.0,0,4,0,9,2.2,-50.0,60.0,2356.0,4,4,1995
715,0,7.0,0,26,0,3,3.2,-40.0,55.0,2161.9,4,4,1995
717,1,12.5,1,4,0,17,2.8,-160.0,50.0,2234.8,4,5,1995
718,0,5.0,0,13,0,18,2.7,-30.0,65.0,1806.2,4,5,1995
720,0,9.5,0,12,1,21,2.2,-10.0,42.5,2452.9,4,6,1995
721,1,9.0,1,13,1,22,1.7,-150.0,70.0,2625.5,4,6,1995
725,0,8.5,0,5,1,13,1.95,15.0,57.5,2441.2,1,8,1996
726,0,10.0,0,23,0,2,2.38,20.0,55.0,2041.7,1,8,1996
727,2,12.5,0,14,1,26,3.0,-90.0,60.0,1778.5,1,9,1996
728,0,22.5,0,1,1,23,3.14,-15.0,47.5,1687.7,1,9,1996
733,0,5.0,1,10,1,15,3.2,-40.0,40.0,2711.6,2,12,1996
734,0,7.0,0,18,0,25,4.22,-25.0,65.0,2418.4,2,12,1996
735,1,9.0,0,22,0,31,6.16,-165.0,60.0,3432.8,2,12,1996
736,0,11.5,1,27,0,8,5.14,-10.0,55.0,2474.2,3,1,1996
738,0,5.0,1,11,1,16,4.6,-10.0,35.0,2821.6,3,1,1996
739,1,10.0,1,23,1,1,3.93,-150.0,50.0,2146.3,3,1,1996
740,0,5.5,0,25,1,30,5.18,-5.0,52.5,2705.4,3,1,1996
741,1,5.0,0,23,0,28,5.37,-130.0,45.0,1745.2,3,2,1996
742,1,6.0,1,11,1,16,4.7,-170.0,55.0,2528.5,3,3,1996
743,0,6.0,1,26,1,1,2.95,-15.0,40.0,2435.4,3,3,1996
744,0,17.0,0,3,0,20,3.71,-20.0,45.0,2092.4,4,4,1996
745,0,5.0,1,4,1,9,3.79,-45.0,55.0,2807.7,4,5,1996
746,1,5.0,0,11,0,16,2.74,-120.0,57.5,1062.3,4,5,1996
747,1,11.0,0,19,0,30,2.55,-150.0,50.0,1727.7,4,5,1996
748,0,9.0,0,25,0,3,3.22,-20.0,52.5,2533.9,4,5,1996
750,2,7.0,0,26,0,1,2.56,-20.0,45.0,2435.4,4,6,1996
751,0,5.0,1,3,1,10,2.14,-85.0,70.0,1932.4,4,6,1996
753,0,9.5,1,8,0,18,1.66,0.0,50.0,2357.7,1,7,1997
754,0,5.0,0,20,0,25,0.86,10.0,65.0,2818.7,1,7,1997
755,0,5.5,0,17,1,22,2.04,10.0,55.0,2989.8,1,8,1997
757,0,5.0,0,30,0,5,2.42,0.0,47.5,1683.2,2,10,1997
758,0,6.5,1,18,0,25,3.34,10.0,45.0,1933.5,2,10,1997
760,0,5.0,0,9,1,16,2.98,-120.0,55.0,2328.3,2,11,1997
761,1,7.5,1,17,1,23,4.1,20.0,57.5,2523.2,2,11,1997
762,0,6.0,1,28,1,2,6.31,-10.0,72.5,2640.2,2,11,1997
763,2,5.0,1,4,1,9,3.05,-95.0,60.0,1687.8,2,12,1997
764,0,7.0,1,12,1,19,5.35,30.0,70.0,2492.0,2,12,1997
766,0,9.0,0,21,0,30,3.11,30.0,45.0,3597.3,3,2,1997
767,2,6.0,0,27,0,5,2.28,-80.0,50.0,1849.7,3,3,1997
768,1,7.0,0,18,0,25,3.22,-150.0,55.0,2366.3,4,4,1997
770,0,6.0,0,18,0,24,4.37,0.0,50.0,1760.8,3,3,1997
771,0,5.0,0,12,0,17,2.64,10.0,45.0,2027.4,4,5,1997
772,1,7.0,0,24,0,31,3.21,-110.0,55.0,3078.7,4,5,1997
774,0,9.0,0,8,0,17,2.76,30.0,52.5,3078.7,4,6,1997
780,0,10.0,0,30,0,9,2.51,30.0,75.0,1908.1,1,9,1998
781,0,6.5,1,18,0,25,3.33,-10.0,45.0,2544.7,1,9,1998
782,0,9.5,0,29,1,8,3.15,10.0,75.0,1603.5,2,10,1998
783,1,5.0,0,20,0,25,5.02,-120.0,45.0,2106.9,2,10,1998
784,1,8.5,0,2,1,10,3.42,-135.0,55.0,2099.2,2,11,1998
785,0,11.0,0,23,0,4,3.22,30.0,55.0,2853.1,2,11,1998
786,0,5.0,1,13,1,18,2.7,-10.0,37.5,2357.5,2,12,1998
787,1,12.0,1,16,1,28,5.09,-130.0,40.0,2506.4,2,12,1998
788,0,6.0,0,17,0,23,1.49,20.0,45.0,1411.4,3,1,1998
789,0,10.5,1,26,0,5,4.06,-30.0,37.5,3190.0,3,1,1998
790,0,9.0,0,14,0,23,3.34,-30.0,45.0,3229.0,3,2,1998
792,0,6.0,0,6,0,12,2.59,-40.0,55.0,2533.9,3,3,1998
794,0,8.0,0,15,0,23,3.27,-10.0,45.0,1520.5,3,3,1998
797,2,10.5,1,26,0,7,2.87,-90.0,52.5,2950.7,4,5,1998
798,2,6.0,0,12,0,18,2.11,-80.0,55.0,2333.1,4,5,1998
800,1,7.0,0,16,0,23,1.82,-170.0,65.0,3127.0,4,5,1998
803,1,6.0,0,8,0,14,2.54,-150.0,60.0,1806.4,4,6,1998
805,0,11.0,0,20,0,1,2.3,40.0,55.0,2588.1,4,6,1998
807,0,5.0,0,13,0,18,2.24,30.0,52.5,2954.1,1,7,1999
808,0,5.0,0,15,0,20,1.49,-40.0,65.0,2034.4,1,8,1999
810,0,13.0,0,12,0,25,2.15,15.0,55.0,1048.7,1,9,1999
812,0,10.0,0,14,0,24,3.32,0.0,55.0,1663.6,2,10,1999
813,0,6.0,0,4,0,10,1.65,25.0,45.0,1585.7,2,11,1999
814,0,5.0,0,9,0,14,3.48,-10.0,45.0,1471.7,2,11,1999
815,1,6.0,0,15,0,21,2.7,-30.0,45.0,2527.6,2,11,1999
818,1,10.0,0,19,0,29,4.56,-125.0,35.0,1966.7,2,12,1999
820,0,12.0,0,13,0,25,4.46,-30.0,35.0,2077.2,3,1,1999
821,1,7.0,0,19,0,26,5.14,-150.0,52.5,2433.3,3,1,1999
823,1,18.0,0,2,0,20,2.53,-150.0,55.0,3719.1,3,2,1999
824,0,9.0,0,20,0,29,1.04,0.0,40.0,2094.8,3,2,1999
828,0,14.0,0,10,0,24,2.64,-50.0,50.0,3499.4,4,4,1999
829,2,5.0,0,28,0,3,2.32,15.0,65.0,1452.6,4,4,1999
830,0,11.0,0,10,0,21,2.4,0.0,55.0,1650.4,4,5,1999
834,0,6.0,0,26,0,2,1.68,-5.0,45.0,1607.5,4,6,1999
836,2,12.0,0,25,0,7,1.24,-125.0,60.0,1406.8,4,6,1999
838,1,8.0,0,30,0,7,0.96,-110.0,57.5,1982.1,1,7,2000
839,2,14.0,0,11,0,25,1.14,40.0,62.5,1817.6,1,7,2000
841,0,7.0,0,17,0,24,1.2,-45.0,42.5,1505.1,1,8,2000
843,0,15.0,0,18,0,3,2.8,-35.0,60.0,2074.7,1,9,2000
844,0,8.0,0,6,0,14,2.3,40.0,45.0,2129.0,2,10,2000
845,0,5.0,0,16,0,21,3.19,25.0,45.0,1917.4,2,10,2000
847,0,5.0,0,19,0,24,1.6,-25.0,55.0,3640.8,2,11,2000
848,1,7.0,0,9,0,16,3.09,-145.0,55.0,2373.0,2,12,2000
849,1,5.0,0,20,0,25,2.81,-140.0,57.5,2679.8,2,12,2000
850,0,7.0,0,22,0,29,2.42,-25.0,52.5,2506.6,2,12,2000
851,0,14.0,0,9,0,23,2.73,-25.0,55.0,2607.9,3,1,2000
852,0,10.0,0,29,0,7,2.61,-10.0,35.0,1421.0,3,2,2000
853,1,12.0,0,11,0,23,4.22,-150.0,35.0,1712.3,3,2,2000
854,0,10.0,0,23,0,5,2.3,-35.0,50.0,1887.4,3,2,2000
855,0,8.0,0,12,0,20,1.73,-40.0,65.0,2579.6,3,3,2000
857,0,9.0,0,11,0,20,1.47,-25.0,55.0,2599.0,4,4,2000
858,1,6.0,0,11,0,17,1.0,-135.0,55.0,1743.7,4,4,2000
860,0,10.0,0,3,0,13,1.93,-20.0,45.0,1780.8,4,5,2000
861,0,11.0,0,17,0,28,2.5,-80.0,50.0,3447.2,4,5,2000
863,0,7.0,0,6,0,13,1.63,-40.0,52.5,2238.5,4,6,2000
866,0,6.0,0,22,0,28,1.43,0.0,65.0,1581.3,4,6,2000
869,0,14.0,0,9,0,23,2.63,35.0,60.0,2721.3,1,7,2001
870,2,8.0,0,20,0,28,2.78,-95.0,45.0,2391.8,1,7,2001
874,0,6.0,0,26,0,1,1.81,30.0,45.0,3613.3,1,8,2001
876,0,7.0,0,23,0,30,2.27,0.0,62.5,3847.2,1,9,2001
878,0,10.0,0,15,0,25,3.33,10.0,50.0,1512.7,2,10,2001
881,0,19.0,0,8,0,27,4.02,0.0,50.0,1764.9,2,12,2001
882,1,11.0,0,23,0,3,3.88,-115.0,45.0,1674.1000000000001,2,12,2001
883,0,9.0,0,2,0,11,3.09,0.0,50.0,2417.6,3,1,2001
885,1,8.0,0,23,0,3,2.51,-140.0,50.0,1731.9,3,2,2001
887,1,6.0,0,4,0,10,4.17,-165.0,55.0,2698.0,3,3,2001
888,1,8.0,0,15,0,23,4.18,-150.0,72.5,2404.8,3,3,2001
889,0,9.0,0,21,0,30,2.16,-10.0,70.0,3419.2000000000003,3,3,2001
890,1,9.0,0,29,0,7,2.02,-160.0,35.0,2460.6,4,4,2001
891,0,6.0,0,2,0,8,2.37,15.0,50.0,1788.3000000000002,4,4,2001
893,0,10.0,0,25,0,5,2.6,30.0,35.0,2132.7000000000003,4,4,2001
894,0,9.0,0,10,0,19,2.37,-25.0,47.5,2691.8,4,5,2001
895,1,6.0,0,15,0,21,2.62,-110.0,60.0,1731.6000000000001,4,5,2001
896,1,8.0,0,18,0,26,3.61,-155.0,55.0,2514.9,4,5,2001
897,0,9.0,0,23,0,1,3.46,30.0,60.0,2421.8,4,5,2001
898,0,10.0,0,3,0,13,2.43,20.0,55.0,2078.8,4,6,2001
903,1,8.0,0,30,0,7,2.43,-160.0,65.0,2613.6,1,8,2002
904,0,10.0,0,1,0,11,1.75,0.0,55.0,2421.8,1,8,2002
905,0,13.0,0,15,0,28,2.37,20.0,55.0,1918.8000000000002,1,8,2002
906,0,11.0,0,7,0,18,3.49,-40.0,45.0,2061.1,1,9,2002
907,1,5.0,1,23,1,28,2.95,-150.0,62.5,2344.1,1,9,2002
908,0,12.0,0,20,0,2,2.05,-20.0,55.0,2805.1,1,9,2002
909,0,9.0,0,6,0,15,2.87,0.0,55.0,2976.2000000000003,2,10,2002
910,1,5.0,1,13,1,18,4.3,-130.0,42.5,2084.6,2,10,2002
911,1,12.0,0,22,0,3,3.72,-130.0,55.0,1669.6000000000001,2,10,2002
913,0,5.5,0,1,1,6,2.97,0.0,45.0,2039.1,2,11,2002
914,0,7.0,0,18,0,25,3.24,0.0,65.0,2314.7000000000003,2,11,2002
915,1,21.0,0,20,0,11,3.77,-120.0,37.5,2509.6,2,11,2002
916,0,32.5,1,26,0,28,4.3,10.0,50.0,2626.6,2,12,2002
917,0,9.5,0,2,1,11,3.62,-20.0,62.5,1674.2,3,1,2002
919,1,21.0,0,7,0,28,4.5,-110.0,45.0,2144.0,3,1,2002
920,0,14.0,0,13,0,27,2.09,-20.0,45.0,2109.3999999999996,3,1,2002
921,0,5.0,0,25,0,30,4.89,-20.0,35.0,1489.0,3,1,2002
923,0,5.5,1,31,0,6,3.75,-40.0,40.0,3548.6,3,2,2002
925,1,10.0,0,2,0,12,4.64,-130.0,35.0,1699.6000000000001,3,2,2002
927,0,17.0,1,11,1,28,4.79,10.0,55.0,2002.4,3,2,2002
928,1,6.0,0,1,0,7,2.5,-130.0,40.0,1873.7,3,3,2002
930,0,15.0,0,6,0,21,1.88,30.0,57.5,2023.7,3,3,2002
931,0,19.0,0,9,0,28,3.83,0.0,45.0,1456.0,3,3,2002
932,0,17.0,0,1,0,18,4.13,-30.0,45.0,3896.3999999999996,4,4,2002
934,0,9.0,0,15,0,24,4.22,10.0,55.0,1866.8,4,4,2002
935,1,13.5,1,19,0,4,2.54,-110.0,45.0,2230.8999999999996,4,4,2002
936,0,8.5,1,23,0,3,2.81,-50.0,65.0,1554.3,4,4,2002
937,1,9.0,0,10,0,19,2.45,-130.0,55.0,1470.2,4,5,2002
939,0,9.0,0,1,0,10,2.27,10.0,50.0,2006.3,4,6,2002
941,1,8.0,0,22,0,30,1.65,-150.0,65.0,1945.6,4,6,2002
948,0,7.0,0,6,0,13,1.96,0.0,45.0,1811.7,1,8,2003
950,0,21.5,0,24,1,13,2.52,-10.0,45.0,2295.0,1,9,2003
952,2,10.0,0,10,0,20,2.15,-80.0,45.0,2116.7,1,9,2003
954,0,12.0,0,13,0,25,2.12,-10.0,45.0,2542.4,1,9,2003
955,0,16.0,0,24,0,10,3.37,-60.0,35.0,3556.8,2,10,2003
956,1,12.0,0,25,0,7,4.38,-130.0,42.5,2598.2,1,9,2003
959,0,11.0,0,13,0,24,3.12,0.0,55.0,2270.3,2,10,2003
960,1,9.5,1,29,0,8,4.32,-140.0,45.0,2829.4,2,11,2003
962,0,11.0,0,5,0,16,4.21,10.0,47.5,2652.5,2,11,2003
963,0,7.0,0,27,0,4,3.51,30.0,60.0,2559.4,2,11,2003
964,0,6.5,0,4,1,10,4.32,-20.0,45.0,2216.4,2,12,2003
966,0,7.0,0,19,0,26,3.33,-40.0,45.0,1186.3,2,12,2003
967,0,8.0,0,28,0,5,2.2,30.0,50.0,1851.7,2,12,2003
968,0,6.0,0,29,0,4,3.17,-30.0,35.0,2657.9,2,12,2003
969,1,8.0,0,2,0,10,5.3,-160.0,42.5,2751.2,3,1,2003
970,1,6.0,0,12,0,18,2.24,-160.0,45.0,2559.4,3,1,2003
973,0,7.0,1,25,1,1,3.4,-30.0,55.0,2481.7,3,1,2003
974,1,6.0,0,9,0,15,3.67,-130.0,40.0,2942.7,3,2,2003
975,0,13.0,0,9,0,22,4.65,-10.0,32.5,3113.8,3,2,2003
976,0,11.0,0,20,0,2,3.39,-40.0,45.0,2222.2,3,2,2003
977,1,6.0,0,20,0,6,2.47,-130.0,45.0,1807.2,3,2,2003
978,0,10.5,1,7,0,18,4.21,-10.0,60.0,2057.5,3,3,2003
979,1,6.0,0,19,0,25,5.39,-170.0,42.5,2176.7,3,3,2003
980,0,9.5,1,29,0,8,3.11,10.0,50.0,2452.3,4,4,2003
981,0,9.0,0,4,0,13,2.99,-40.0,45.0,2647.2,4,4,2003
982,0,8.5,0,14,1,22,2.31,10.0,55.0,2764.2,4,4,2003
983,0,10.0,0,26,0,6,2.7,-20.0,42.5,1811.8,4,4,2003
986,0,15.0,0,13,0,25,2.22,-10.0,45.0,3721.3,4,5,2003
988,0,9.0,0,3,0,12,1.5,-10.0,45.0,2490.3,4,6,2003
989,1,18.5,0,4,1,22,3.2,-150.0,65.0,1812.0,4,6,2003
990,0,11.0,0,13,0,24,2.99,-20.0,45.0,1884.8,4,6,2003
991,1,11.0,0,24,0,5,3.2,-130.0,60.0,2151.4,4,6,2003
995,1,5.0,0,6,0,11,1.52,-170.0,50.0,2520.0,1,7,2004
998,0,18.5,1,27,0,15,2.91,30.0,55.0,2868.1,1,8,2004
999,1,23.5,0,5,1,28,2.64,-150.0,60.0,2352.3,1,8,2004
1002,0,7.0,0,8,0,15,3.26,-30.0,55.0,1727.5,2,10,2004
1003,1,14.0,1,12,1,26,2.98,-130.0,40.0,2230.9,2,10,2004
1004,0,10.0,0,18,0,28,3.22,-50.0,55.0,2223.2,2,10,2004
1005,0,11.0,0,2,0,13,2.24,20.0,37.5,2977.1,2,11,2004
1006,0,22.0,0,4,0,26,3.02,-20.0,40.0,2481.5,2,11,2004
1008,0,5.0,0,9,0,14,3.16,0.0,52.5,1535.4,2,12,2004
1009,1,6.0,0,19,0,25,3.53,-130.0,40.0,3314.0,2,12,2004
1011,0,13.0,0,27,0,9,2.58,-40.0,40.0,1974.4,3,1,2004
1012,1,9.5,0,2,1,11,4.51,-150.0,45.0,2657.9,3,1,2004
1013,0,13.0,0,23,0,5,4.6,-20.0,55.0,2620.4,3,1,2004
1014,0,31.0,0,18,0,18,3.46,30.0,50.0,1644.5,3,2,2004
1015,0,31.5,1,10,0,14,5.15,-30.0,40.0,2353.0,3,2,2004
1016,1,14.0,1,14,1,28,3.44,-140.0,45.0,1874.5,3,2,2004
1018,0,5.0,1,15,1,20,4.62,0.0,37.5,2457.1,3,3,2004
1019,1,5.0,1,17,1,22,4.28,-130.0,45.0,2015.5,3,3,2004
1021,0,17.0,0,26,0,12,3.63,-10.0,60.0,2456.3,4,4,2004
1022,2,5.0,0,11,0,16,2.97,-90.0,50.0,2537.0,4,4,2004
1024,0,10.0,1,16,1,26,2.72,0.0,65.0,2397.4,4,4,2004
1025,1,23.0,0,20,0,13,3.81,-120.0,55.0,2712.1,4,5,2004
1026,1,7.5,0,6,1,13,2.48,-130.0,50.0,2515.8,4,5,2004
1028,0,20.0,0,12,0,1,2.58,-40.0,50.0,2158.4,4,5,2004
1029,1,5.0,0,5,0,10,2.38,-110.0,52.5,2211.4,4,6,2004
1032,0,12.5,1,29,0,12,2.5,0.0,60.0,1787.6,1,7,2005
1033,1,11.5,1,15,1,27,2.33,-150.0,62.5,1709.7,1,7,2005
1034,0,14.5,1,14,0,29,1.57,30.0,55.0,1595.7,1,7,2005
1035,0,6.0,0,21,0,27,2.3,-30.0,70.0,2651.6,1,7,2005
1036,2,9.0,0,5,0,14,2.41,40.0,50.0,2845.3,1,8,2005
1037,1,13.0,1,6,1,19,2.76,-160.0,50.0,3843.1,1,8,2005
1038,0,14.0,0,18,0,1,2.72,10.0,55.0,2090.7,1,8,2005
1039,0,10.0,0,31,0,10,1.88,10.0,50.0,2107.1,1,9,2005
1041,0,15.5,1,18,0,4,2.48,0.0,52.5,2557.3,1,9,2005
1043,0,12.5,0,4,1,16,3.95,10.0,55.0,1490.4,2,10,2005
1044,1,6.5,1,22,0,29,2.77,-120.0,45.0,2218.8,2,10,2005
1045,0,11.0,1,27,1,7,3.09,10.0,45.0,2184.2,2,11,2005
1046,0,5.5,0,9,1,14,1.85,20.0,55.0,1563.8,2,11,2005
1049,0,12.0,0,17,0,29,4.08,-10.0,65.0,1576.6,2,11,2005
1050,1,6.0,0,18,0,24,3.87,-130.0,45.0,1774.4,2,11,2005
1052,0,27.0,0,9,0,5,3.56,-10.0,40.0,2077.2,2,12,2005
1053,1,5.0,0,15,0,20,4.12,-130.0,45.0,1948.5,2,12,2005
1055,0,13.5,1,3,0,17,4.71,-20.0,45.0,2098.5,3,1,2005
1056,0,21.0,0,19,0,10,3.46,0.0,45.0,1530.8,3,1,2005
1057,1,5.0,1,17,1,22,2.71,-140.0,52.5,3971.2,3,2,2005
1059,0,12.0,0,21,0,5,4.71,-20.0,55.0,1941.6,3,2,2005
1060,0,7.5,1,14,0,22,3.88,-10.0,45.0,2305.7,3,3,2005
1061,2,7.0,0,17,0,24,1.61,-90.0,50.0,1629.1,4,4,2005
1062,0,10.0,0,30,0,10,3.67,30.0,67.5,1545.0,4,5,2005
1064,0,5.0,1,10,1,15,2.26,-60.0,50.0,2253.0,4,5,2005
1065,1,6.5,1,22,0,29,2.18,-170.0,57.5,2041.4,4,5,2005
1066,0,5.0,0,31,0,5,2.25,-20.0,45.0,1828.0,4,6,2005
1068,0,5.5,0,8,1,13,2.42,-10.0,50.0,2497.0,4,6,2005
1069,1,5.0,0,18,0,23,1.89,-120.0,60.0,2803.8,4,6,2005
1070,0,7.0,0,18,0,25,2.4,30.0,55.0,2630.6,4,6,2005
1073,0,18.0,1,30,1,18,1.87,10.0,57.5,1836.3,1,7,2006
1074,1,5.0,0,1,0,6,1.3,-160.0,50.0,2011.4,1,7,2006
1078,0,8.0,1,10,1,18,2.88,10.0,45.0,1867.7,1,9,2006
1079,1,8.5,1,15,0,24,2.58,-130.0,65.0,1318.2,1,9,2006
1080,0,6.5,1,21,0,28,2.55,10.0,50.0,1904.8,1,9,2006
1081,1,9.5,0,3,1,12,2.54,-150.0,35.0,3571.2,2,10,2006
1082,0,11.0,0,9,0,20,2.64,10.0,45.0,2063.2,2,10,2006
1083,0,7.0,0,5,0,12,2.49,-20.0,50.0,2362.5,2,11,2006
1085,0,10.0,0,26,0,6,3.15,20.0,45.0,2781.9,2,11,2006
1086,0,5.5,0,8,1,13,1.37,30.0,45.0,1705.3,2,12,2006
1087,0,9.5,0,18,1,27,4.98,-20.0,45.0,2050.0,2,12,2006
1090,0,13.5,1,22,0,5,4.87,-30.0,45.0,2619.0,3,1,2006
1091,1,7.0,0,26,0,2,5.55,-130.0,55.0,3205.7,3,1,2006
1094,0,5.5,0,11,1,16,1.87,0.0,45.0,2562.4,3,3,2006
1095,0,11.0,0,20,0,31,3.8,40.0,45.0,2633.6,3,3,2006
1096,0,20.0,1,31,1,20,3.13,-10.0,55.0,2734.9,4,4,2006
1097,1,5.0,0,7,0,12,3.31,-120.0,45.0,2568.2,4,4,2006
1100,0,10.0,0,25,0,5,3.1,10.0,50.0,2109.1,4,4,2006
1102,0,9.0,1,13,1,22,1.96,20.0,45.0,2562.4,4,5,2006
1104,0,11.5,1,30,0,11,3.46,-10.0,65.0,1976.7,4,6,2006
1109,1,9.0,0,2,0,11,1.83,-150.0,70.0,2633.4,1,7,2007
1112,0,6.0,1,5,1,11,2.63,20.0,55.0,1872.5,1,8,2007
1114,0,12.5,1,2,0,15,2.27,-30.0,45.0,2985.7,1,9,2007
1115,0,19.5,0,24,1,13,2.3,20.0,50.0,2168.7,2,10,2007
1116,0,8.0,0,10,0,18,1.97,-20.0,45.0,2560.3,2,10,2007
1117,0,6.5,0,1,1,7,3.05,-10.0,45.0,2715.1,2,11,2007
1118,1,5.5,1,30,0,6,5.58,-140.0,60.0,2660.9,2,12,2007
1120,0,10.5,0,12,1,22,5.78,0.0,55.0,2945.7,2,12,2007
1123,0,8.5,1,31,0,9,5.99,10.0,65.0,1632.1,3,1,2007
1125,0,9.5,0,14,1,23,2.29,30.0,45.0,2671.7,3,1,2007
1126,1,6.0,0,21,0,27,4.73,-140.0,50.0,2500.0,3,1,2007
1129,0,12.0,0,7,0,19,4.3,0.0,40.0,1598.7,3,2,2007
1130,1,7.0,0,16,0,23,3.58,-130.0,35.0,2493.3,3,2,2007
1134,0,8.5,0,1,1,9,3.27,-20.0,37.5,2014.4,4,4,2007
1135,2,8.5,0,3,1,11,2.29,40.0,55.0,2363.4,4,4,2007
1136,0,9.0,0,16,0,25,2.15,-10.0,55.0,2706.6,4,4,2007
1137,1,6.0,0,19,0,25,3.36,-150.0,45.0,1708.3,4,4,2007
1138,0,10.0,0,26,0,6,3.38,-60.0,55.0,2308.7,4,4,2007
1139,0,18.0,0,27,0,15,2.69,20.0,55.0,2184.5,4,5,2007
1142,1,7.5,0,28,1,5,1.84,-150.0,50.0,1734.5,4,6,2007
1143,0,9.5,1,29,0,8,3.3,20.0,45.0,2718.0,4,6,2007
1145,0,9.0,0,13,0,22,2.43,-50.0,60.0,1870.7,4,6,2007
1147,1,8.0,0,17,0,25,1.41,-170.0,42.5,2523.0,4,6,2007
1149,0,8.0,0,2,0,10,2.44,20.0,55.0,2201.7,1,7,2008
1151,2,9.0,0,15,0,24,1.86,40.0,55.0,2035.1,1,7,2008
1152,0,9.0,0,23,0,1,2.37,0.0,42.5,2298.0,1,7,2008
1154,0,13.0,0,7,0,20,3.52,-20.0,55.0,2871.1,1,9,2008
1155,0,9.0,0,20,0,29,3.23,-10.0,50.0,2066.2,1,9,2008
1157,2,7.5,1,26,0,3,3.02,40.0,52.5,2540.0,2,10,2008
1158,1,6.0,0,3,0,9,2.32,-160.0,75.0,3317.0,2,11,2008
1159,0,11.0,0,5,0,16,3.46,0.0,60.0,3767.8,2,11,2008
1160,0,15.5,0,14,1,29,4.25,-20.0,45.0,2848.3,2,11,2008
1161,0,8.0,0,12,0,20,2.62,30.0,55.0,2080.2,2,12,2008
1162,1,8.0,0,14,0,22,4.63,-160.0,55.0,2197.1,2,12,2008
1163,0,16.0,0,19,0,4,4.12,-10.0,42.5,2273.3,2,12,2008
1166,0,6.5,1,6,0,13,3.5,-20.0,50.0,2356.0,3,1,2008
1167,1,10.5,1,10,0,21,5.49,-130.0,37.5,2650.2,3,1,2008
1168,1,10.5,1,27,0,4,2.68,-150.0,37.5,1538.4,3,1,2008
1169,0,5.5,0,29,1,3,3.96,10.0,55.0,2018.5,3,1,2008
1171,0,7.5,0,20,1,27,3.32,-20.0,45.0,,3,2,2008
1172,1,9.0,0,27,0,8,3.05,-170.0,40.0,2204.2,3,3,2008
1173,0,5.5,1,1,0,7,3.51,-30.0,45.0,1928.9,3,3,2008
1174,0,15.0,0,15,0,30,3.36,-10.0,42.5,1321.2,3,3,2008
1176,0,8.0,0,31,0,8,2.42,0.0,52.5,2110.1,4,4,2008
1177,0,11.5,1,9,0,21,2.88,20.0,45.0,1653.3,4,4,2008
1179,1,10.5,1,22,0,3,3.76,-150.0,45.0,1566.8,4,4,2008
1180,0,9.5,1,23,0,3,3.49,10.0,50.0,1533.8,4,4,2008
1181,2,5.0,0,5,0,10,1.69,40.0,55.0,1815.0,4,5,2008
1182,1,5.5,0,9,1,14,2.82,-170.0,55.0,1810.2,4,5,2008
1183,0,13.0,0,11,0,24,3.13,-10.0,55.0,1579.6,4,5,2008
1184,1,14.5,1,18,0,2,2.78,-150.0,65.0,1907.8,4,5,2008
1185,0,10.0,0,28,0,8,2.92,-10.0,45.0,1831.0,4,5,2008
1186,1,5.0,0,1,0,6,3.46,-130.0,55.0,2060.5,4,6,2008
1190,0,12.0,0,22,0,4,2.48,-10.0,50.0,2219.4,4,6,2008
1193,1,8.5,0,6,1,14,2.22,-150.0,60.0,,1,7,2009
1197,0,9.5,0,3,1,12,2.04,20.0,70.0,2119.7,1,8,2009
1198,1,7.0,0,4,0,11,1.89,-140.0,45.0,2187.2,1,8,2009
1202,0,5.0,1,10,1,15,3.14,-10.0,52.5,2179.7,1,9,2009
1203,1,5.5,0,12,1,17,2.63,-110.0,45.0,3356.0,1,9,2009
1206,0,7.5,0,22,1,29,1.86,-20.0,45.0,2623.4,1,9,2009
1207,1,5.0,1,10,1,15,3.43,-140.0,60.0,1548.0,2,10,2009
1208,0,7.0,0,10,0,17,3.55,-20.0,35.0,1777.4,2,10,2009
1209,1,5.0,0,29,0,3,2.89,-170.0,55.0,2980.1,2,10,2009
1210,0,10.0,0,31,0,10,3.76,20.0,55.0,2161.4,2,11,2009
1212,0,9.5,1,1,0,11,3.0,40.0,45.0,2484.5,2,12,2009
